WHlthDpt,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,11.0,10.0,1.0,5.9,25.0,1.0
Watertown,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,5.0,5.0,1.0,4.0,17.0,1.0
Ponca City,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,11.0,10.0,1.0,6.4,27.0,1.0
Research Farm,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,5.0,5.0,1.0,2.2,9.0,1.0
SF-USD,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,4.0,4.0,1.0,0.0,0.0,1.0
WWTP BAM,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,8.0,7.0,1.0,,,
Glenpool,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,10.0,9.0,1.0,6.5,27.0,1.0
Tulsa,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,13.0,12.0,1.0,6.8,28.0,1.0
NCORE,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,5.0,5.0,1.0,1.3,5.0,1.0
McAlester,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,17.0,16.0,1.0,12.0,50.0,1.0
KNI-Topeka,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,12.0,11.0,1.0,7.1,30.0,1.0
Union,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,14.0,13.0,1.0,8.8,37.0,1.0
Chanute,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,23.0,21.0,1.0,8.2,34.0,1.0
St. Joseph,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,10.0,9.0,1.0,5.6,23.0,1.0
Heritage Park,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,13.0,12.0,1.0,4.9,20.0,1.0
STILWELL CASTNET & NCORE,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,9.0,8.0,1.0,6.0,25.0,1.0
WY/KC,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,13.0,12.0,1.0,7.0,29.0,1.0
Troost,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,16.0,15.0,1.0,8.3,35.0,1.0
Front Street,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,9.0,8.0,1.0,,,
Carthage,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,8.0,7.0,1.0,8.5,35.0,1.0
Hillcrest HS,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,10.0,9.0,1.0,4.2,18.0,1.0
Minneapolis-Pacific St,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,8.0,7.0,1.0,,,
Minneapolis-Lowry Ave,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,0.0,0.0,1.0,,,
Minneapolis - Bottineau/Marshall Terrace,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,7.0,6.0,1.0,,,
Blaine,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,3.0,3.0,1.0,0.3,1.0,1.0
St. Paul - Downtown,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,11.0,10.0,1.0,,,
Mark Twain SP,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,5.0,5.0,1.0,,,
Eau Claire,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,7.0,6.0,1.0,4.9,20.0,1.0
Buffalo,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,13.0,12.0,1.0,,,
Arnold West,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,9.0,8.0,1.0,4.0,17.0,1.0
Blair Street,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,15.0,14.0,1.0,17.8,63.0,2.0
Branch Street,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,25.0,23.0,1.0,7.5,31.0,1.0
Jackson NCORE,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,10.0,9.0,1.0,6.3,26.0,1.0
Devils Lake,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,9.0,8.0,1.0,6.6,28.0,1.0
Madison University Ave,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,21.0,19.0,1.0,7.2,30.0,1.0
Horicon Wildlife Area,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,8.0,7.0,1.0,6.1,25.0,1.0
WAUKESHA - CLEVELAND AVE,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,15.0,14.0,1.0,8.0,33.0,1.0
MILWAUKEE COLLEGE AVE.-NR,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,46.0,43.0,1.0,10.9,45.0,1.0
Evansville-Buena Vista,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,9.0,8.0,1.0,4.6,19.0,1.0
Gary-IITRI,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,11.0,10.0,1.0,,,
Ellyson Industrial Park,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,18.0,17.0,1.0,12.7,52.0,2.0
Portage-Hwy 12,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,11.0,10.0,1.0,,,
WYLAM,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,11.0,10.0,1.0,9.5,40.0,1.0
NO. BHAM,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,32.0,30.0,1.0,18.7,65.0,2.0
Shuttlesworth,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,21.0,19.0,1.0,12.6,52.0,2.0
LEEDS,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,13.0,12.0,1.0,8.8,37.0,1.0
Indpls-Washington Park,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,14.0,13.0,1.0,12.3,51.0,2.0
WATSON,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,13.0,12.0,1.0,4.1,17.0,1.0
JENISON,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,14.0,13.0,1.0,10.1,42.0,1.0
Algonquin Parkway,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,22.0,20.0,1.0,5.5,23.0,1.0
Near Road,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,14.0,13.0,1.0,4.8,20.0,1.0
GRAND RAPIDS,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,15.0,14.0,1.0,10.3,43.0,1.0
Cannons Lane,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,8.0,7.0,1.0,4.3,18.0,1.0
Carrithers Middle School,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,6.0,6.0,1.0,3.4,14.0,1.0
Rossville-Williams St,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,28.0,26.0,1.0,15.1,57.0,2.0
Columbus Airport,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,16.0,15.0,1.0,12.3,51.0,2.0
Taft NCore PAMS,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,10.0,9.0,1.0,5.3,22.0,1.0
South DeKalb,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,17.0,16.0,1.0,12.1,51.0,2.0
Albany,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,25.0,23.0,1.0,14.7,56.0,2.0
Gwinnett Tech,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,21.0,19.0,1.0,15.0,57.0,2.0
Gainesville,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,17.0,16.0,1.0,12.4,52.0,2.0
Warner Robins,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,17.0,16.0,1.0,12.5,52.0,2.0
Macon Forestry,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,12.0,11.0,1.0,8.1,34.0,1.0
Athens,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,19.0,18.0,1.0,14.5,56.0,2.0
Sandersville,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,53.0,49.0,1.0,17.0,61.0,2.0
Paw Park,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,10.0,9.0,1.0,,,
DAVIS ISLAND,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,23.0,21.0,1.0,,,
Greenville-ESC,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,12.0,11.0,1.0,8.2,34.0,1.0
GARDINIER,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,13.0,12.0,1.0,,,
Augusta,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,18.0,17.0,1.0,11.4,48.0,1.0
Fl. Baptist Children's Home,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,10.0,9.0,1.0,6.2,26.0,1.0
GT Craig NCore PAMS,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,10.0,9.0,1.0,,,
Palatka,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,11.0,10.0,1.0,,,
Kooker Park,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,18.0,17.0,1.0,11.8,49.0,1.0
Mandarin,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,13.0,12.0,1.0,9.8,41.0,1.0
Brunswick,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,14.0,13.0,1.0,10.3,43.0,1.0
Seminole Community College (AG COMP),2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,9.0,8.0,1.0,5.1,21.0,1.0
Savannah L&A,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,49.0,45.0,1.0,22.7,73.0,2.0
Cayce City Hall,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,11.0,10.0,1.0,,,
Blind Services; 1185-A Dunn Ave,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,11.0,10.0,1.0,6.2,26.0,1.0
Ramblewood Park,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,9.0,8.0,1.0,,,
GARINGER,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,7.0,6.0,1.0,5.2,22.0,1.0
Melbourne,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,11.0,10.0,1.0,5.4,23.0,1.0
Stuart,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,12.0,11.0,1.0,5.0,21.0,1.0
HATTIEAVEN,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,13.0,12.0,1.0,9.3,39.0,1.0
Delray Beach,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,12.0,11.0,1.0,5.5,23.0,1.0
Jenkins Avenue,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,15.0,14.0,1.0,,,
MENDNHAL,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,9.0,8.0,1.0,2.5,10.0,1.0
W OWEN SCH,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,18.0,17.0,1.0,9.7,40.0,1.0
Durham Armory,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,11.0,10.0,1.0,6.0,25.0,1.0
Burdens Creek,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,11.0,10.0,1.0,7.1,30.0,1.0
Millbrook NCore,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,12.0,11.0,1.0,7.3,30.0,1.0
LESTER BUILDING SYSTEMS  NEAR REST,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,12.0,11.0,1.0,6.3,26.0,1.0
CASTLE H,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,11.0,10.0,1.0,,,
MATH & SCIENCE CTR,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,9.0,8.0,1.0,5.2,22.0,1.0
FRANCONIA,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,7.0,6.0,1.0,5.1,21.0,1.0
McMillan Reservoir,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,10.0,9.0,1.0,6.9,29.0,1.0
HAMPTON,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,9.0,8.0,1.0,5.1,21.0,1.0
Tidewater Regional Office,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,8.0,7.0,1.0,5.6,23.0,1.0
Princess Anne,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,8.0,7.0,1.0,4.9,20.0,1.0
Pocomoke City,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,7.0,6.0,1.0,4.7,20.0,1.0
NEW,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,17.0,16.0,1.0,9.3,39.0,1.0
Bronx - IS52,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,10.0,9.0,1.0,6.5,27.0,1.0
Danbury,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,9.0,8.0,1.0,6.1,25.0,1.0
Cornwall,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,10.0,9.0,1.0,5.2,22.0,1.0
Bridgeport,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,15.0,14.0,1.0,6.8,28.0,1.0
Waterbury,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,11.0,10.0,1.0,6.8,28.0,1.0
New Haven,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,12.0,11.0,1.0,6.3,26.0,1.0
Hartford,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,15.0,14.0,1.0,8.1,34.0,1.0
East Hartford,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,12.0,11.0,1.0,7.0,29.0,1.0
WARE,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,11.0,10.0,1.0,8.0,33.0,1.0
Groton,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,12.0,11.0,1.0,6.3,26.0,1.0
Miller State Park,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,10.0,9.0,1.0,8.1,34.0,1.0
Londonderry - Moose Hill,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,15.0,14.0,1.0,11.4,48.0,1.0
Boston - Roxbury,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,16.0,15.0,1.0,8.4,35.0,1.0
Portsmouth,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,13.0,12.0,1.0,10.1,42.0,1.0
Madawaska PSB,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,10.0,9.0,1.0,9.8,41.0,1.0
Acadia NP - McFarland,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,6.0,6.0,1.0,3.6,15.0,1.0
SAND ISLAND 2 - ANUENUE FISHERIES,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,1.9,8.0,1.0
KAHULUI,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,0.6,3.0,1.0
Kailua-Kona,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,7.2,30.0,1.0
Kona,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,10.6,44.0,1.0
Waikoloa-21,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,1.7,7.0,1.0
Ocean View,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,7.1,30.0,1.0
Naalehu,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.0,8.0,1.0
Pahala,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.7,15.0,1.0
Hilo,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,1.4,6.0,1.0
Mountain View,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,1.0,4.0,1.0
KS Hawaii,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.0,8.0,1.0
A Street,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,6.4,27.0,1.0
Hurst Road,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,0.0,0.0,1.0
Whitehorse NAPS,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,9.6,40.0,1.0
Kitimat Haul Road,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.8,12.0,1.0
Kitimat Haisla Village,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.7,15.0,1.0
KITIMAT WHITESAIL,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.2,9.0,1.0
TERRACE SKEENA MIDDLE SCHOOL,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,1.5,6.0,1.0
Smithers Muheim Memorial,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,1.0,4.0,1.0
Courtenay Elementary School,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,9.3,39.0,1.0
Port Alberni Elementary,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,10.2,43.0,1.0
Neah Bay 2-Makah Tribe,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,4.0,17.0,1.0
Powell River James T,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,0.7,3.0,1.0
Coos Bay Marshfield HS,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,6.4,27.0,1.0
Crescent City,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,7.2,30.0,1.0
Florence-Department of Forestry,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.2,9.0,1.0
Nanaimo Labieux Road,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,0.6,3.0,1.0
Toledo NE Hwy20 & NW A St,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.7,15.0,1.0
Aberdeen-Division St,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.8,16.0,1.0
Tillamook Jr High School,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.1,9.0,1.0
Duncan College Street,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,9.3,39.0,1.0
MMCA82062,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,4.3,18.0,1.0
Cave Junction Forest Service,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,19.1,66.0,2.0
MMCA81046,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,4.2,18.0,1.0
Colwood City Hall,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.6,15.0,1.0
Langdale Elementary,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.6,15.0,1.0
Port Angeles-E 5th St,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,6.1,25.0,1.0
MMCA82001,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,25.8,80.0,2.0
Roseburg Fire Dept,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,16.1,59.0,2.0
Victoria Topaz,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.5,10.0,1.0
Willits Blosser Lane,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,21.4,71.0,2.0
Grants Pass - Parkside School,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,9.6,40.0,1.0
Dallas LaCreole Middle School,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.6,15.0,1.0
Horseshoe Bay,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,1.7,7.0,1.0
Ukiah Library,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,6.9,29.0,1.0
McMinnville High School,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.6,15.0,1.0
SQUAMISH ELEMENTARY,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.6,15.0,1.0
Eugene - Highway 99,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,1.6,7.0,1.0
Eugene - Wilkes Dr.,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,0.5,2.0,1.0
Richmond South,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,1.7,7.0,1.0
Forest Grove Pacific University,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,4.4,18.0,1.0
Shelton-W Franklin,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,5.1,21.0,1.0
Albany - Calapooia School,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.2,9.0,1.0
Eugene - Amazon Park,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.3,10.0,1.0
Mahon Park,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,0.6,3.0,1.0
Tsawwassen,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.5,15.0,1.0
Cottage Grove City Shops,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,1.5,6.0,1.0
Second Narrows,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,0.8,3.0,1.0
Springfield City Hall,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,0.8,3.0,1.0
Salem - State Hospital,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.7,15.0,1.0
Salem Chemeketa Community College,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.9,16.0,1.0
Hillsboro - Hare Field,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,7.2,30.0,1.0
Chehalis-Market Blvd,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.7,11.0,1.0
Longview-30th Ave,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.4,14.0,1.0
Whistler Meadow Park,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.8,12.0,1.0
Weaverville,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,14.9,57.0,2.0
Turner - CJHS,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.6,11.0,1.0
North Delta,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.2,13.0,1.0
Medford Welch & Jackson,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,8.7,36.0,1.0
Woodburn Chemeketa Community College,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.3,14.0,1.0
Rocky Point Park,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,1.5,6.0,1.0
Lacey-College St,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.1,13.0,1.0
Sebastopol,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,15.8,59.0,2.0
Beaverton - Highland Park School,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,6.0,25.0,1.0
Shady Cove - Shady Cove School,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.1,9.0,1.0
Silverton,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.4,10.0,1.0
Talent - Rapp Lane,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.7,15.0,1.0
Port Townsend-San Juan,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,6.6,28.0,1.0
Portland - Sauvie Island,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.6,15.0,1.0
Portland Near Road,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.3,14.0,1.0
Roosevelt High School,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.5,15.0,1.0
Sweet Home - Fire Department,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,8.3,35.0,1.0
Pitt Meadows,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,0.5,2.0,1.0
Ashland Fire Dept,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,5.5,23.0,1.0
Surrey East,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,0.9,4.0,1.0
Portland Lincoln High School,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.6,11.0,1.0
Portland Humboldt School,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.3,14.0,1.0
Oak Harbor-SW 6th (US),2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.0,13.0,1.0
Portland SE 12th and Salmon,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.4,10.0,1.0
Yreka,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,7.6,32.0,1.0
Bremerton-Spruce Ave,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,5.2,22.0,1.0
Lyons,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,1.6,7.0,1.0
Anacortes-202 Ave (SO-AQS),2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,7.6,32.0,1.0
Portland - SE Lafayette,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.9,12.0,1.0
Portland Lane Middle School,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.8,12.0,1.0
Portland - Spangler Road,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.7,11.0,1.0
Vancouver-NE 84th Ave,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,4.5,19.0,1.0
Portland McDaniel High School,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,4.5,19.0,1.0
Portland Cully Helensview School,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.6,15.0,1.0
Anacortes-Bartholomew Rd (US),2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,7.8,33.0,1.0
Custer-Loomis (SO-AQS),2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,0.0,0.0,1.0
San Rafael,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,4.8,20.0,1.0
Vancouver-Blairmont Dr (SO),2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,5.6,23.0,1.0
Gresham Centennial HS,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,3.0,13.0,1.0
Oakridge - Willamette Activity Center,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.7,11.0,1.0
Mill City,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,4.0,17.0,1.0
Tacoma-S 36th St,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,7.6,32.0,1.0
Bellingham Pacific,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,6.9,29.0,1.0
Tacoma-L St,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,9.5,40.0,1.0
Yacolt-Yacolt Rd,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.8,12.0,1.0
San Francisco,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,8.9,37.0,1.0
Tacoma-Alexander Ave,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,6.9,29.0,1.0
Redding,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.5,10.0,1.0
San Pablo - Rumrill,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,9.8,41.0,1.0
Seattle-Duwamish,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,8.3,35.0,1.0
Mt Vernon-S 2nd St,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,5.6,23.0,1.0
Estacada Clackamas River Elementary School,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,2.2,9.0,1.0
Seattle-South Park,2023-01-28 14:34:55.520593+00:00,2023-01-28T14:00,,,,7.9,33.0,1.0
