datetime,pm_25_conc,pm_25_AQI,pm_25_AQI_cat,station_name
2022-12-24T00:00,9.7,40,1,DETROIT-SW
2022-12-24T00:00,8.5,35,1,MILITARY PARK
2022-12-24T00:00,8.0,33,1,DP4TH
2022-12-24T00:00,7.7,32,1,Smoky Row Near Road
2022-12-24T00:00,5.3,22,1,Windsor Downtown
2022-12-24T00:00,5.4,23,1,GRAYSON
2022-12-24T00:00,8.0,33,1,New Albany
2022-12-24T00:00,5.7,24,1,Sandersville
2022-12-24T00:00,4.7,20,1,NEW HAVEN
2022-12-24T00:00,5.7,24,1,ODOT Ironton
2022-12-24T00:00,3.4,14,1,Crystal River Preserve
2022-12-24T00:00,5.9,25,1,FIVCO
2022-12-24T00:00,4.3,18,1,Lake City
2022-12-24T00:00,0.0,0,1,BDED
2022-12-24T00:00,4.7,20,1,PIKE2001
2022-12-24T00:00,1.2,5,1,Kingsport
2022-12-24T00:00,4.2,18,1,PORT HURON
2022-12-24T00:00,4.6,19,1,Osceola National Forest
2022-12-24T00:00,3.4,14,1,Greenville-ESC
2022-12-24T00:00,2.4,10,1,Sarnia
2022-12-24T00:00,4.2,18,1,Paynes Prairie Farm
2022-12-24T00:00,6.3,26,1,Chatham
2022-12-24T00:00,2.2,9,1,Spruce Pine
2022-12-24T00:00,4.0,17,1,TK Gregg
2022-12-24T00:00,4.9,20,1,Chippewa
2022-12-24T00:00,3.5,15,1,Trenton
2022-12-24T00:00,4.2,18,1,Grand Bend
2022-12-24T00:00,8.7,36,1,St Theodosius
2022-12-24T00:00,5.8,24,1,Kooker Park
2022-12-24T00:00,3.4,14,1,Mandarin
2022-12-24T00:00,4.1,17,1,CHARLESTON
2022-12-24T00:00,3.5,15,1,Pepsi Place
2022-12-24T00:00,4.8,20,1,Sheffield Elementary School
2022-12-24T00:00,3.0,13,1,Tiverton
2022-12-24T00:00,3.7,15,1,East HS
2022-12-24T00:00,5.9,25,1,Mayo Clinic
2022-12-24T00:00,6.1,25,1,Canton
2022-12-24T00:00,0.9,4,1,HICKORY
2022-12-24T00:00,3.8,16,1,Seminole Community College (AG COMP)
2022-12-24T00:00,6.2,26,1,Painesville
2022-12-24T00:00,5.8,24,1,London
2022-12-24T00:00,6.2,26,1,Port Stanley
2022-12-24T00:00,1.7,7,1,Irmo
2022-12-24T00:00,3.4,14,1,Savannah L&A
2022-12-24T00:00,5.3,22,1,Blind Services; 1185-A Dunn Ave
2022-12-24T00:00,3.3,14,1,Parklane
2022-12-24T00:00,3.8,16,1,Remount
2022-12-24T00:00,0.0,0,1,Friendship Park
2022-12-24T00:00,6.8,28,1,Laird Eng Bldg
2022-12-24T00:00,2.5,10,1,GARINGER
2022-12-24T00:00,6.2,26,1,MOUNDSVILLE
2022-12-24T00:00,6.8,28,1,Youngstown State
2022-12-24T00:00,7.4,31,1,Steubenville
2022-12-24T00:00,4.7,20,1,Kitchener
2022-12-24T00:00,5.7,24,1,Farrell
2022-12-24T00:00,5.9,25,1,Florence
2022-12-24T00:00,1.3,5,1,ROCKWELL
2022-12-24T00:00,3.8,16,1,Clemmons Middle
2022-12-24T00:00,6.7,28,1,Beaver Falls
2022-12-24T00:00,6.3,26,1,Brantford
2022-12-24T00:00,3.8,16,1,LWATTOWR
2022-12-24T00:00,4.0,17,1,HATTIEAVEN
2022-12-24T00:00,1.7,7,1,Chesterfield
2022-12-24T00:00,6.4,27,1,Avalon
2022-12-24T00:00,0.0,0,1,Parry Sound
2022-12-24T00:00,6.1,25,1,Erie
2022-12-24T00:00,6.4,27,1,Lawrenceville
2022-12-24T00:00,3.8,16,1,North Charleston F.S.
2022-12-24T00:00,7.1,30,1,Charleroi
2022-12-24T00:00,5.4,23,1,Clairton
2022-12-24T00:00,3.9,16,1,EAST VINTON ELEMENTARY SCHOOL
2022-12-24T00:00,7.1,30,1,Liberty (SAHS)
2022-12-24T00:00,6.0,25,1,Parkway East (Near Road)
2022-12-24T00:00,1.9,8,1,Hamilton Downtown
2022-12-24T00:00,6.0,25,1,North Braddock
2022-12-24T00:00,7.2,30,1,Candor FRO
2022-12-24T00:00,2.4,10,1,MENDNHAL
2022-12-24T00:00,3.1,13,1,Williams Middle School
2022-12-24T00:00,3.7,15,1,Barrie
2022-12-24T00:00,3.3,14,1,Cape Romain
2022-12-24T00:00,6.0,25,1,Kittanning
2022-12-24T00:00,2.7,11,1,Toronto Downtown
2022-12-24T00:00,2.7,11,1,St. Catharines
2022-12-24T00:00,2.8,12,1,Dorset
2022-12-24T00:00,5.8,24,1,Strongstown
2022-12-24T00:00,5.2,22,1,Johnstown
2022-12-24T00:00,5.8,24,1,Durham Armory
2022-12-24T00:00,9.2,38,1,Tonawanda II
2022-12-24T00:00,4.0,17,1,Burdens Creek
2022-12-24T00:00,3.0,13,1,Buffalo
2022-12-24T00:00,6.4,27,1,Buffalo Near-road
2022-12-24T00:00,3.6,15,1,Millbrook NCore
2022-12-24T00:00,3.9,16,1,Albemarle HS
2022-12-24T00:00,4.0,17,1,JOHNSTON
2022-12-24T00:00,2.9,12,1,Shenandoah NP
2022-12-24T00:00,5.8,24,1,Altoona
2022-12-24T00:00,3.7,15,1,Peterborough
2022-12-24T00:00,4.3,18,1,LESTER BUILDING SYSTEMS  NEAR REST
2022-12-24T00:00,5.7,24,1,State College
2022-12-24T00:00,4.2,18,1,CASTLE H
2022-12-24T00:00,5.0,21,1,Hagerstown
2022-12-24T00:00,0.0,0,1,Northampton
2022-12-24T00:00,0.0,0,1,LEGGETT
2022-12-24T00:00,8.8,37,1,Rochester Near-road
2022-12-24T00:00,5.1,21,1,Rochester
2022-12-24T00:00,4.3,18,1,Richmond City Near Road
2022-12-24T00:00,4.3,18,1,MATH & SCIENCE CTR
2022-12-24T00:00,3.6,15,1,Belleville
2022-12-24T00:00,0.1,0,1,PITTAGCT
2022-12-24T00:00,4.9,20,1,Carlisle
2022-12-24T00:00,4.3,18,1,Rockville
2022-12-24T00:00,5.1,21,1,FRANCONIA
2022-12-24T00:00,1.4,6,1,McMillan Reservoir
2022-12-24T00:00,3.6,15,1,RIVER_Terrace
2022-12-24T00:00,2.2,9,1,DCNearRoad
2022-12-24T00:00,5.3,22,1,Harrisburg
2022-12-24T00:00,4.2,18,1,Howard County Near Road
2022-12-24T00:00,4.8,20,1,York
2022-12-24T00:00,7.3,30,1,Padonia
2022-12-24T00:00,4.4,18,1,Lake Montebello
2022-12-24T00:00,3.9,16,1,Kingston
2022-12-24T00:00,5.0,21,1,Lebanon
2022-12-24T00:00,4.4,18,1,HAMPTON
2022-12-24T00:00,1.7,7,1,Edgewood
2022-12-24T00:00,5.6,23,1,Lancaster
2022-12-24T00:00,5.0,21,1,Horn Point
2022-12-24T00:00,7.1,30,1,Lancaster DW
2022-12-24T00:00,4.8,20,1,E Syracuse
2022-12-24T00:00,4.6,19,1,Reading Airport
2022-12-24T00:00,3.9,16,1,Fair Hill
2022-12-24T00:00,8.2,34,1,Millington
2022-12-24T00:00,4.9,20,1,New Garden
2022-12-24T00:00,4.9,20,1,LUMS 2
2022-12-24T00:00,4.7,20,1,Princess Anne
2022-12-24T00:00,5.3,22,1,Scranton
2022-12-24T00:00,4.9,20,1,SEAFORD
2022-12-24T00:00,4.9,20,1,Rte 9 Del. City
2022-12-24T00:00,5.4,23,1,MLK
2022-12-24T00:00,4.8,20,1,KILLENS
2022-12-24T00:00,4.3,18,1,Pocomoke City
2022-12-24T00:00,4.4,18,1,Dover
2022-12-24T00:00,5.2,22,1,Allentown
2022-12-24T00:00,17.0,61,2,Chester
2022-12-24T00:00,5.6,23,1,Freemansburg
