datetime,parameter,concentration,AQI,AQI cat,station_name
2022-12-29T02:00,PM2.5,10.5,44,1,STILWELL CASTNET & NCORE
2022-12-29T02:00,PM10,16.0,15,1,STILWELL CASTNET & NCORE
2022-12-29T02:00,PM2.5,6.8,28,1,Leech Lake Nation: Cass Lake
2022-12-29T02:00,PM2.5,3.8,16,1,RG_South
2022-12-29T02:00,PM2.5,8.3,35,1,Troost
2022-12-29T02:00,PM10,25.0,23,1,Troost
2022-12-29T02:00,PM10,26.0,24,1,Front Street
2022-12-29T02:00,PM2.5,7.0,29,1,ROLAND
2022-12-29T02:00,PM2.5,3.9,16,1,Blue Ridge I-70
2022-12-29T02:00,PM2.5,4.5,19,1,Liberty
2022-12-29T02:00,PM10,20.0,19,1,Carthage
2022-12-29T02:00,PM2.5,12.2,51,2,Brainerd
2022-12-29T02:00,PM2.5,12.0,50,1,St. Cloud
2022-12-29T02:00,PM2.5,11.5,48,1,SPRNGDLE
2022-12-29T02:00,PM2.5,9.0,38,1,El Do Springs
2022-12-29T02:00,PM2.5,8.5,35,1,Shreveport Airport
2022-12-29T02:00,PM2.5,9.4,39,1,St. Michael
2022-12-29T02:00,PM2.5,7.5,31,1,CARPENTER
2022-12-29T02:00,PM2.5,10.1,42,1,Shakopee
2022-12-29T02:00,PM10,29.0,27,1,Hillcrest HS
2022-12-29T02:00,PM2.5,6.2,26,1,Hillcrest HS
2022-12-29T02:00,PM2.5,10.8,45,1,Lakeville - Near Road
2022-12-29T02:00,PM2.5,5.2,22,1,Westlake
2022-12-29T02:00,PM10,15.0,14,1,Minneapolis-Pacific St
2022-12-29T02:00,PM10,12.0,11,1,Minneapolis-Lowry Ave
2022-12-29T02:00,PM10,18.0,17,1,Minneapolis - Bottineau/Marshall Terrace
2022-12-29T02:00,PM2.5,11.3,47,1,Minneapolis-Phillips
2022-12-29T02:00,PM2.5,10.7,45,1,Minneapolis-Near Road
2022-12-29T02:00,PM2.5,9.7,40,1,Apple Valley
2022-12-29T02:00,PM10,10.0,9,1,Blaine
2022-12-29T02:00,PM10,11.0,10,1,St. Paul - Downtown
2022-12-29T02:00,PM2.5,9.8,41,1,St. Paul-Harding H.S.
2022-12-29T02:00,PM2.5,12.0,50,1,Virginia
2022-12-29T02:00,PM2.5,4.4,18,1,Fond du Lac
2022-12-29T02:00,PM2.5,9.7,40,1,Rochester
2022-12-29T02:00,PM2.5,6.5,27,1,"Waterloo, Water Tower"
2022-12-29T02:00,PM2.5,5.6,23,1,PARR
2022-12-29T02:00,PM2.5,11.8,49,1,Duluth-WDSE
2022-12-29T02:00,PM2.5,3.3,14,1,Lafayette
2022-12-29T02:00,PM2.5,8.4,35,1,Lake Sugema
2022-12-29T02:00,PM10,13.0,12,1,Mark Twain SP
2022-12-29T02:00,PM2.5,9.9,41,1,"Iowa City, Hoover School"
2022-12-29T02:00,PM2.5,13.1,53,2,Ely
2022-12-29T02:00,PM2.5,10.1,42,1,Eau Claire
2022-12-29T02:00,PM10,14.0,13,1,Eau Claire
2022-12-29T02:00,PM2.5,11.6,48,1,LACROSSE DOT
2022-12-29T02:00,PM2.5,8.3,35,1,Capitol
2022-12-29T02:00,PM2.5,7.1,30,1,"Muscatine, High School East Campus"
2022-12-29T02:00,PM2.5,7.8,33,1,French Settlement
2022-12-29T02:00,PM2.5,3.9,16,1,Thibodaux
2022-12-29T02:00,PM2.5,5.3,22,1,CLEVELAND
2022-12-29T02:00,PM2.5,9.4,39,1,Bad River Tribal School
2022-12-29T02:00,PM2.5,10.9,45,1,Potosi
2022-12-29T02:00,PM10,23.0,21,1,Buffalo
2022-12-29T02:00,PM2.5,12.3,51,2,PERKINSTOWN
2022-12-29T02:00,PM2.5,8.3,35,1,"Davenport, 10th & Vine"
2022-12-29T02:00,PM2.5,8.7,36,1,ROCK_IS
2022-12-29T02:00,PM2.5,4.9,20,1,Arnold West
2022-12-29T02:00,PM10,11.0,10,1,Arnold West
2022-12-29T02:00,PM2.5,4.1,17,1,Ladue
2022-12-29T02:00,PM2.5,6.9,29,1,JERSEYVL
2022-12-29T02:00,PM2.5,8.8,37,1,Forest Park
2022-12-29T02:00,PM2.5,6.0,25,1,South Broadway
2022-12-29T02:00,PM2.5,5.6,23,1,Hinds CC
2022-12-29T02:00,PM2.5,14.3,56,2,"Clinton, Chancy Park"
2022-12-29T02:00,PM2.5,3.9,16,1,Madisonville
2022-12-29T02:00,PM10,16.0,15,1,Blair Street
2022-12-29T02:00,PM2.5,3.7,15,1,Blair Street
2022-12-29T02:00,PM2.5,6.6,28,1,MARION
2022-12-29T02:00,PM10,23.0,21,1,Branch Street
2022-12-29T02:00,PM2.5,3.8,16,1,Branch Street
2022-12-29T02:00,PM2.5,7.0,29,1,Jackson NCORE
2022-12-29T02:00,PM10,13.0,12,1,Jackson NCORE
2022-12-29T02:00,PM2.5,7.4,31,1,East St. Louis
2022-12-29T02:00,PM2.5,15.4,58,2,GC_MAD
2022-12-29T02:00,PM2.5,2.8,12,1,City Park
2022-12-29T02:00,PM2.5,6.2,26,1,HERNANDO
2022-12-29T02:00,PM2.5,6.6,28,1,HOUSTON
2022-12-29T02:00,PM2.5,7.2,30,1,Grand Portage
2022-12-29T02:00,PM2.5,11.1,46,1,Devils Lake
2022-12-29T02:00,PM10,15.0,14,1,Devils Lake
2022-12-29T02:00,PM2.5,11.6,48,1,TROUT LAKE
2022-12-29T02:00,PM2.5,8.9,37,1,Springfield Ag
2022-12-29T02:00,PM2.5,12.6,52,2,Madison University Ave
2022-12-29T02:00,PM10,17.0,16,1,Madison University Ave
2022-12-29T02:00,PM2.5,7.5,31,1,WAVELAND
2022-12-29T02:00,PM2.5,10.4,43,1,DYERSBURG
2022-12-29T02:00,PM2.5,10.7,45,1,MADISON EAST
2022-12-29T02:00,PM2.5,9.2,38,1,Hattiesburg
2022-12-29T02:00,PM2.5,9.8,41,1,Rockford
2022-12-29T02:00,PM2.5,8.4,35,1,GPORT YC
2022-12-29T02:00,PM2.5,11.0,46,1,NORMAL
2022-12-29T02:00,PM2.5,12.1,51,2,DECATUR
2022-12-29T02:00,PM2.5,4.7,20,1,Jackson
2022-12-29T02:00,PM2.5,13.5,54,2,POTAWATOMI
2022-12-29T02:00,PM2.5,7.6,32,1,KNIGHT_P
2022-12-29T02:00,PM2.5,9.7,40,1,Horicon Wildlife Area
2022-12-29T02:00,PM10,14.0,13,1,Horicon Wildlife Area
2022-12-29T02:00,PM2.5,7.4,31,1,PASCAGOULA
2022-12-29T02:00,PM2.5,13.0,53,2,APPLETON AAL
2022-12-29T02:00,PM2.5,22.4,73,2,BONDVILLE
2022-12-29T02:00,PM2.5,5.4,23,1,Ward
2022-12-29T02:00,PM2.5,17.2,62,2,CARY
2022-12-29T02:00,PM2.5,9.8,41,1,WAUKESHA - CLEVELAND AVE
2022-12-29T02:00,PM10,15.0,14,1,WAUKESHA - CLEVELAND AVE
2022-12-29T02:00,PM2.5,18.5,64,2,BRAIDWD
2022-12-29T02:00,PM2.5,13.7,54,2,Naperville
2022-12-29T02:00,PM2.5,16.4,60,2,Joliet
2022-12-29T02:00,PM2.5,14.6,56,2,GREEN BAY E HIGH
2022-12-29T02:00,PM2.5,10.9,45,1,MILWAUKEE COLLEGE AVE.-NR
2022-12-29T02:00,PM10,21.0,19,1,MILWAUKEE COLLEGE AVE.-NR
2022-12-29T02:00,PM2.5,11.1,46,1,MILWAUKEE 16TH ST
2022-12-29T02:00,PM2.5,20.7,69,2,SCHILPRK
2022-12-29T02:00,PM2.5,20.4,68,2,DESPLNS
2022-12-29T02:00,PM2.5,15.6,58,2,CHIWAUKEE
2022-12-29T02:00,PM2.5,10.6,44,1,HARRINGTON BCH
2022-12-29T02:00,PM2.5,11.4,48,1,NORTHBRK
2022-12-29T02:00,PM2.5,14.0,55,2,Cicero2
2022-12-29T02:00,PM2.5,14.5,56,2,ALSIP
2022-12-29T02:00,PM2.5,15.2,58,2,CHI_SP
2022-12-29T02:00,PM2.5,11.8,49,1,CHI_COM
2022-12-29T02:00,PM2.5,9.7,40,1,Evansville-Buena Vista
2022-12-29T02:00,PM10,15.0,14,1,Evansville-Buena Vista
2022-12-29T02:00,PM2.5,17.4,62,2,Kingery Near-road #1
2022-12-29T02:00,PM2.5,14.4,56,2,Hammond-167th St
2022-12-29T02:00,PM2.5,15.3,58,2,East Chicago - Marina
2022-12-29T02:00,PM2.5,6.7,28,1,Loretto
2022-12-29T02:00,PM2.5,6.0,25,1,Clarksville
2022-12-29T02:00,PM10,20.0,19,1,Gary-IITRI
2022-12-29T02:00,PM2.5,8.4,35,1,Ellyson Industrial Park
2022-12-29T02:00,PM10,19.0,18,1,Ellyson Industrial Park
2022-12-29T02:00,PM10,17.0,16,1,Portage-Hwy 12
2022-12-29T02:00,PM2.5,8.0,33,1,OWENPRI
2022-12-29T02:00,PM2.5,4.8,20,1,Columbia
2022-12-29T02:00,PM2.5,9.1,38,1,MCADORY
2022-12-29T02:00,PM2.5,8.8,37,1,DECATUR
2022-12-29T02:00,PM2.5,7.9,33,1,CORNER
2022-12-29T02:00,PM2.5,10.3,43,1,WYLAM
2022-12-29T02:00,PM10,14.0,13,1,WYLAM
2022-12-29T02:00,PM2.5,11.0,46,1,NO. BHAM
2022-12-29T02:00,PM10,20.0,19,1,NO. BHAM
2022-12-29T02:00,PM2.5,10.4,43,1,Shuttlesworth
2022-12-29T02:00,PM10,11.0,10,1,Shuttlesworth
2022-12-29T02:00,PM2.5,0.0,0,1,HVILLE
2022-12-29T02:00,PM2.5,10.6,44,1,Huntsville Old Airport
2022-12-29T02:00,PM2.5,13.8,55,2,LEEDS
2022-12-29T02:00,PM2.5,11.1,46,1,MONTG
2022-12-29T02:00,PM2.5,16.9,61,2,Indpls-W.18th St
2022-12-29T02:00,PM2.5,12.8,52,2,South Bend-Shields Dr
2022-12-29T02:00,PM2.5,13.6,54,2,Indpls - I-70 E
2022-12-29T02:00,PM2.5,12.0,50,1,Indpls-Washington Park
2022-12-29T02:00,PM10,20.0,19,1,Indpls-Washington Park
2022-12-29T02:00,PM2.5,9.5,40,1,GADSDEN
2022-12-29T02:00,PM2.5,10.7,45,1,Elkhart-Prairie St.
2022-12-29T02:00,PM2.5,8.2,34,1,SENEY
2022-12-29T02:00,PM2.5,11.4,48,1,Fishers
2022-12-29T02:00,PM10,42.0,39,1,WATSON
2022-12-29T02:00,PM2.5,8.8,37,1,WATSON
2022-12-29T02:00,PM2.5,12.5,52,2,JENISON
2022-12-29T02:00,PM10,18.0,17,1,JENISON
2022-12-29T02:00,PM2.5,5.6,23,1,ETOWN2
2022-12-29T02:00,PM2.5,8.4,35,1,Algonquin Parkway
2022-12-29T02:00,PM10,23.0,21,1,Algonquin Parkway
2022-12-29T02:00,PM2.5,8.7,36,1,Jeffersonville - Bates-Bowyer Av
2022-12-29T02:00,PM2.5,8.0,33,1,St. Andrews Park
2022-12-29T02:00,PM2.5,10.8,45,1,Near Road
2022-12-29T02:00,PM10,30.0,28,1,Near Road
2022-12-29T02:00,PM2.5,16.0,59,2,GRAND RAPIDS
2022-12-29T02:00,PM10,22.0,20,1,GRAND RAPIDS
2022-12-29T02:00,PM2.5,7.2,30,1,Cannons Lane
2022-12-29T02:00,PM10,16.0,15,1,Cannons Lane
2022-12-29T02:00,PM2.5,10.2,43,1,Anderson-Eastside Elem. Sch
2022-12-29T02:00,PM2.5,14.1,55,2,Larwill
2022-12-29T02:00,PM2.5,7.1,30,1,Carrithers Middle School
2022-12-29T02:00,PM10,13.0,12,1,Carrithers Middle School
2022-12-29T02:00,PM2.5,16.6,60,2,KALAMAZOO
2022-12-29T02:00,PM2.5,6.2,26,1,Cookeville
2022-12-29T02:00,PM2.5,1.7,7,1,Rome
2022-12-29T02:00,PM2.5,26.9,82,2,Rossville-Williams St
2022-12-29T02:00,PM10,49.0,45,1,Rossville-Williams St
2022-12-29T02:00,PM2.5,13.1,53,2,Riverside
2022-12-29T02:00,PM2.5,13.3,54,2,PC South Girard School
2022-12-29T02:00,PM2.5,11.9,50,1,Columbus Airport
2022-12-29T02:00,PM10,18.0,17,1,Columbus Airport
2022-12-29T02:00,PM2.5,14.2,55,2,HOUGHTON LAKE
2022-12-29T02:00,PM2.5,8.1,34,1,Preble NCore
2022-12-29T02:00,PM2.5,8.8,37,1,Colerain
2022-12-29T02:00,PM2.5,7.8,33,1,SOMERST
2022-12-29T02:00,PM2.5,6.7,28,1,ATHENS
2022-12-29T02:00,PM2.5,12.2,51,2,LANSING
2022-12-29T02:00,PM2.5,11.9,50,1,Lower Price Hill
2022-12-29T02:00,PM2.5,11.4,48,1,Harriman
2022-12-29T02:00,PM2.5,15.1,57,2,Cincinnati Near Road
2022-12-29T02:00,PM2.5,9.1,38,1,Taft NCore
2022-12-29T02:00,PM10,17.0,16,1,Taft NCore
2022-12-29T02:00,PM2.5,7.1,30,1,NEWTWN
2022-12-29T02:00,PM2.5,10.4,43,1,Carthage
2022-12-29T02:00,PM2.5,7.2,30,1,NKU
2022-12-29T02:00,PM2.5,15.2,58,2,NR-Georgia Tech
2022-12-29T02:00,PM2.5,6.9,29,1,Sycamore
2022-12-29T02:00,PM2.5,11.9,50,1,United Ave
2022-12-29T02:00,PM2.5,10.8,45,1,Tallahassee Community College
2022-12-29T02:00,PM2.5,3.6,15,1,LOUDONMS
2022-12-29T02:00,PM2.5,16.8,61,2,South DeKalb
2022-12-29T02:00,PM10,22.0,20,1,South DeKalb
2022-12-29T02:00,PM2.5,9.5,40,1,Lebanon
2022-12-29T02:00,PM2.5,8.6,36,1,Sinclair
2022-12-29T02:00,PM2.5,6.5,27,1,St. Marks Wildlife Refuge
2022-12-29T02:00,PM2.5,20.0,68,2,McDonough
2022-12-29T02:00,PM2.5,3.8,16,1,Batavia
2022-12-29T02:00,PM2.5,9.6,40,1,San Jose
2022-12-29T02:00,PM2.5,16.4,60,2,Gwinnett Tech
2022-12-29T02:00,PM10,24.0,22,1,Gwinnett Tech
2022-12-29T02:00,PM2.5,7.9,33,1,Lima
2022-12-29T02:00,PM2.5,8.7,36,1,Rule
2022-12-29T02:00,PM2.5,15.3,58,2,TECUMSEH
2022-12-29T02:00,PM2.5,4.4,18,1,MARYVILL
2022-12-29T02:00,PM2.5,11.6,48,1,AIR LAB
2022-12-29T02:00,PM2.5,11.9,50,1,BAY CITY
2022-12-29T02:00,PM2.5,9.4,39,1,SPRINGHILL
2022-12-29T02:00,PM2.5,26.5,81,2,Gainesville
2022-12-29T02:00,PM10,40.0,37,1,Gainesville
2022-12-29T02:00,PM2.5,8.4,35,1,Springfield Fire St1
2022-12-29T02:00,PM2.5,42.3,118,3,MIDAIR
2022-12-29T02:00,PM2.5,14.2,55,2,FLINT
2022-12-29T02:00,PM2.5,13.3,54,2,YPSILANTI
2022-12-29T02:00,PM2.5,9.8,41,1,Warner Robins
2022-12-29T02:00,PM10,16.0,15,1,Warner Robins
2022-12-29T02:00,PM2.5,9.8,41,1,Erie
2022-12-29T02:00,PM2.5,8.7,36,1,Macon Forestry
2022-12-29T02:00,PM10,14.0,13,1,Macon Forestry
2022-12-29T02:00,PM2.5,15.7,59,2,BRYSON
2022-12-29T02:00,PM2.5,19.7,67,2,ELIZA HOWELL-NR
2022-12-29T02:00,PM2.5,8.9,37,1,HAZ2
2022-12-29T02:00,PM2.5,12.7,52,2,ALLEN PARK
2022-12-29T02:00,PM2.5,15.6,58,2,NMH48217
2022-12-29T02:00,PM2.5,16.8,61,2,DEARBORN
2022-12-29T02:00,PM10,12.0,11,1,DEARBORN
2022-12-29T02:00,PM2.5,17.3,62,2,TRINITY
2022-12-29T02:00,PM2.5,16.9,61,2,DETROIT-SW
2022-12-29T02:00,PM2.5,17.2,62,2,MILITARY PARK
2022-12-29T02:00,PM2.5,14.1,55,2,DP4TH
2022-12-29T02:00,PM2.5,12.0,50,1,Smoky Row Near Road
2022-12-29T02:00,PM2.5,10.5,44,1,Windsor Downtown
2022-12-29T02:00,PM2.5,5.8,24,1,New Albany
2022-12-29T02:00,PM2.5,42.1,117,3,Sandersville
2022-12-29T02:00,PM10,65.0,56,2,Sandersville
2022-12-29T02:00,PM2.5,14.7,56,2,NEW HAVEN
2022-12-29T02:00,PM2.5,6.8,28,1,St. Petersburg College
2022-12-29T02:00,PM2.5,11.5,48,1,John A. Chesnut Sr. Park
2022-12-29T02:00,PM2.5,7.7,32,1,ODOT Ironton
2022-12-29T02:00,PM2.5,6.2,26,1,Crystal River Preserve
2022-12-29T02:00,PM2.5,8.5,35,1,FIVCO
2022-12-29T02:00,PM2.5,15.4,58,2,Lake City
2022-12-29T02:00,PM2.5,5.6,23,1,BDED
2022-12-29T02:00,PM2.5,15.1,57,2,GANDY
2022-12-29T02:00,PM2.5,10.1,42,1,PIKE2001
2022-12-29T02:00,PM2.5,7.3,30,1,Kingsport
2022-12-29T02:00,PM2.5,6.5,27,1,Bee Ridge
2022-12-29T02:00,PM10,12.0,11,1,Paw Park
2022-12-29T02:00,PM2.5,13.4,54,2,PORT HURON
2022-12-29T02:00,PM10,37.0,34,1,DAVIS ISLAND
2022-12-29T02:00,PM2.5,8.5,35,1,Osceola National Forest
2022-12-29T02:00,PM2.5,16.8,61,2,APOLLO BEACH
2022-12-29T02:00,PM2.5,27.3,83,2,Greenville-ESC
2022-12-29T02:00,PM10,38.0,35,1,Greenville-ESC
2022-12-29T02:00,PM2.5,10.0,42,1,Sarnia
2022-12-29T02:00,PM10,39.0,36,1,GARDINIER
2022-12-29T02:00,PM2.5,6.1,25,1,Jackson Road
2022-12-29T02:00,PM2.5,1.2,5,1,Paynes Prairie Farm
2022-12-29T02:00,PM2.5,8.9,37,1,SYDNEY
2022-12-29T02:00,PM2.5,7.3,30,1,Chatham
2022-12-29T02:00,PM2.5,7.1,30,1,YMCA - Marion County
2022-12-29T02:00,PM2.5,12.8,52,2,Spruce Pine
2022-12-29T02:00,PM2.5,23.1,74,2,Augusta
2022-12-29T02:00,PM10,32.0,30,1,Augusta
2022-12-29T02:00,PM2.5,5.8,24,1,Fl. Baptist Children's Home
2022-12-29T02:00,PM10,17.0,16,1,Fl. Baptist Children's Home
2022-12-29T02:00,PM2.5,14.7,56,2,TK Gregg
2022-12-29T02:00,PM2.5,7.7,32,1,Chippewa
2022-12-29T02:00,PM2.5,21.4,71,2,Trenton
2022-12-29T02:00,PM2.5,0.0,0,1,Grand Bend
2022-12-29T02:00,PM2.5,5.9,25,1,Laurel Oaks Elementary
2022-12-29T02:00,PM2.5,14.4,56,2,St Theodosius
2022-12-29T02:00,PM10,20.0,19,1,GT Craig NCore
2022-12-29T02:00,PM10,20.0,19,1,Palatka
2022-12-29T02:00,PM2.5,14.1,55,2,Kooker Park
2022-12-29T02:00,PM10,22.0,20,1,Kooker Park
2022-12-29T02:00,PM2.5,10.7,45,1,Mandarin
2022-12-29T02:00,PM10,17.0,16,1,Mandarin
2022-12-29T02:00,PM2.5,9.8,41,1,CHARLESTON
2022-12-29T02:00,PM2.5,14.1,55,2,Pepsi Place
2022-12-29T02:00,PM2.5,11.3,47,1,Sheffield Elementary School
2022-12-29T02:00,PM2.5,9.9,41,1,Tiverton
2022-12-29T02:00,PM2.5,8.6,36,1,Brunswick
2022-12-29T02:00,PM10,14.0,13,1,Brunswick
2022-12-29T02:00,PM2.5,8.7,36,1,East HS
2022-12-29T02:00,PM2.5,10.6,44,1,Mayo Clinic
2022-12-29T02:00,PM2.5,9.1,38,1,Canton
2022-12-29T02:00,PM2.5,11.0,46,1,HICKORY
2022-12-29T02:00,PM2.5,4.0,17,1,Winter Park
2022-12-29T02:00,PM2.5,5.2,22,1,Seminole Community College (AG COMP)
2022-12-29T02:00,PM10,13.0,12,1,Seminole Community College (AG COMP)
2022-12-29T02:00,PM2.5,7.2,30,1,Painesville
2022-12-29T02:00,PM2.5,10.9,45,1,London
2022-12-29T02:00,PM2.5,9.7,40,1,Port Stanley
2022-12-29T02:00,PM2.5,19.3,66,2,Irmo
2022-12-29T02:00,PM2.5,8.4,35,1,Savannah L&A
2022-12-29T02:00,PM10,25.0,23,1,Savannah L&A
2022-12-29T02:00,PM10,23.0,21,1,Cayce City Hall
2022-12-29T02:00,PM2.5,7.8,33,1,Blind Services; 1185-A Dunn Ave
2022-12-29T02:00,PM10,16.0,15,1,Blind Services; 1185-A Dunn Ave
2022-12-29T02:00,PM2.5,15.9,59,2,Sudbury
2022-12-29T02:00,PM2.5,10.2,43,1,Parklane
2022-12-29T02:00,PM10,29.0,27,1,Ramblewood Park
2022-12-29T02:00,PM2.5,11.3,47,1,Remount
2022-12-29T02:00,PM2.5,12.2,51,2,Friendship Park
2022-12-29T02:00,PM2.5,10.4,43,1,Laird Eng Bldg
2022-12-29T02:00,PM2.5,16.2,60,2,GARINGER
2022-12-29T02:00,PM10,23.0,21,1,GARINGER
2022-12-29T02:00,PM2.5,37.2,105,3,MOUNDSVILLE
2022-12-29T02:00,PM2.5,2.2,9,1,Belle Glade
2022-12-29T02:00,PM2.5,8.6,36,1,Youngstown State
2022-12-29T02:00,PM2.5,4.1,17,1,Melbourne
2022-12-29T02:00,PM10,9.0,8,1,Melbourne
2022-12-29T02:00,PM2.5,14.5,56,2,Steubenville
2022-12-29T02:00,PM2.5,11.1,46,1,Kitchener
2022-12-29T02:00,PM2.5,7.9,33,1,Farrell
2022-12-29T02:00,PM2.5,6.7,28,1,Florence
2022-12-29T02:00,PM2.5,33.7,96,2,ROCKWELL
2022-12-29T02:00,PM2.5,10.4,43,1,Clemmons Middle
2022-12-29T02:00,PM2.5,4.2,18,1,V_VIEW
2022-12-29T02:00,PM2.5,12.9,53,2,Beaver Falls
2022-12-29T02:00,PM2.5,8.5,35,1,Brantford
2022-12-29T02:00,PM2.5,26.5,81,2,LWATTOWR
2022-12-29T02:00,PM2.5,3.5,15,1,NCORE
2022-12-29T02:00,PM10,9.0,8,1,NCORE
2022-12-29T02:00,PM2.5,17.1,62,2,HATTIEAVEN
2022-12-29T02:00,PM10,27.0,25,1,HATTIEAVEN
2022-12-29T02:00,PM2.5,5.8,24,1,Chesterfield
2022-12-29T02:00,PM2.5,5.2,22,1,Near Road
2022-12-29T02:00,PM2.5,3.5,15,1,POMPANO_BEACH
2022-12-29T02:00,PM2.5,3.9,16,1,Delray Beach
2022-12-29T02:00,PM10,10.0,9,1,Delray Beach
2022-12-29T02:00,PM2.5,11.4,48,1,Avalon
2022-12-29T02:00,PM2.5,9.6,40,1,Parry Sound
2022-12-29T02:00,PM2.5,7.0,29,1,Erie
2022-12-29T02:00,PM2.5,11.1,46,1,Lawrenceville
2022-12-29T02:00,PM2.5,10.1,42,1,North Charleston F.S.
2022-12-29T02:00,PM2.5,13.3,54,2,Charleroi
2022-12-29T02:00,PM2.5,9.2,38,1,Clairton
2022-12-29T02:00,PM2.5,10.5,44,1,EAST VINTON ELEMENTARY SCHOOL
2022-12-29T02:00,PM2.5,7.5,31,1,Liberty (SAHS)
2022-12-29T02:00,PM2.5,7.6,32,1,Parkway East (Near Road)
2022-12-29T02:00,PM2.5,5.7,24,1,Hamilton Downtown
2022-12-29T02:00,PM2.5,9.8,41,1,North Braddock
2022-12-29T02:00,PM2.5,14.5,56,2,Candor FRO
2022-12-29T02:00,PM2.5,8.3,35,1,MENDNHAL
2022-12-29T02:00,PM10,20.0,19,1,MENDNHAL
2022-12-29T02:00,PM2.5,17.4,62,2,Williams Middle School
2022-12-29T02:00,PM2.5,12.9,53,2,Barrie
2022-12-29T02:00,PM2.5,8.2,34,1,Cape Romain
2022-12-29T02:00,PM2.5,11.7,49,1,Kittanning
2022-12-29T02:00,PM2.5,16.7,61,2,North Bay
2022-12-29T02:00,PM2.5,7.2,30,1,Toronto Downtown
2022-12-29T02:00,PM2.5,4.8,20,1,St. Catharines
2022-12-29T02:00,PM2.5,28.6,86,2,Temiscaming
2022-12-29T02:00,PM10,21.0,19,1,W OWEN SCH
2022-12-29T02:00,PM2.5,11.7,49,1,Dorset
2022-12-29T02:00,PM2.5,7.9,33,1,Strongstown
2022-12-29T02:00,PM2.5,10.8,45,1,Johnstown
2022-12-29T02:00,PM2.5,12.9,53,2,Durham Armory
2022-12-29T02:00,PM10,25.0,23,1,Durham Armory
2022-12-29T02:00,PM2.5,11.1,46,1,Tonawanda II
2022-12-29T02:00,PM2.5,12.1,51,2,Burdens Creek
2022-12-29T02:00,PM10,20.0,19,1,Burdens Creek
2022-12-29T02:00,PM2.5,6.0,25,1,Triple Oak - Near Road
2022-12-29T02:00,PM2.5,8.9,37,1,Buffalo
2022-12-29T02:00,PM2.5,13.0,53,2,Buffalo Near-road
2022-12-29T02:00,PM2.5,18.4,64,2,Millbrook NCore
2022-12-29T02:00,PM10,26.0,24,1,Millbrook NCore
2022-12-29T02:00,PM2.5,11.2,47,1,Albemarle HS
2022-12-29T02:00,PM2.5,12.4,52,2,JOHNSTON
2022-12-29T02:00,PM2.5,2.7,11,1,Shenandoah NP
2022-12-29T02:00,PM2.5,14.1,55,2,Altoona
2022-12-29T02:00,PM2.5,8.5,35,1,Peterborough
2022-12-29T02:00,PM2.5,13.5,54,2,LESTER BUILDING SYSTEMS  NEAR REST
2022-12-29T02:00,PM10,26.0,24,1,LESTER BUILDING SYSTEMS  NEAR REST
2022-12-29T02:00,PM2.5,14.2,55,2,State College
2022-12-29T02:00,PM2.5,7.7,32,1,CASTLE H
2022-12-29T02:00,PM10,10.0,9,1,CASTLE H
2022-12-29T02:00,PM2.5,1.1,5,1,Radisson
2022-12-29T02:00,PM2.5,11.2,47,1,Hagerstown
2022-12-29T02:00,PM2.5,11.9,50,1,Northampton
2022-12-29T02:00,PM2.5,0.2,1,1,LEGGETT
2022-12-29T02:00,PM2.5,13.4,54,2,Rochester Near-road
2022-12-29T02:00,PM2.5,7.1,30,1,Rochester
2022-12-29T02:00,PM2.5,18.5,64,2,Richmond City Near Road
2022-12-29T02:00,PM2.5,15.3,58,2,MATH & SCIENCE CTR
2022-12-29T02:00,PM10,22.0,20,1,MATH & SCIENCE CTR
2022-12-29T02:00,PM2.5,6.8,28,1,Belleville
2022-12-29T02:00,PM2.5,4.8,20,1,PITTAGCT
2022-12-29T02:00,PM2.5,16.9,61,2,Arendtsville
2022-12-29T02:00,PM2.5,8.7,36,1,Senneterre
2022-12-29T02:00,PM2.5,18.9,65,2,Carlisle
2022-12-29T02:00,PM2.5,21.4,71,2,Rockville
2022-12-29T02:00,PM2.5,17.7,63,2,FRANCONIA
2022-12-29T02:00,PM10,21.0,19,1,FRANCONIA
2022-12-29T02:00,PM2.5,16.6,60,2,McMillan Reservoir
2022-12-29T02:00,PM2.5,17.5,62,2,RIVER_Terrace
2022-12-29T02:00,PM2.5,17.4,62,2,DCNearRoad
2022-12-29T02:00,PM2.5,14.1,55,2,Harrisburg
2022-12-29T02:00,PM2.5,18.5,64,2,Howard County Near Road
2022-12-29T02:00,PM2.5,15.8,59,2,York
2022-12-29T02:00,PM2.5,21.5,71,2,Padonia
2022-12-29T02:00,PM2.5,20.1,68,2,Lake Montebello
2022-12-29T02:00,PM2.5,7.7,32,1,Kingston
2022-12-29T02:00,PM2.5,15.5,58,2,Lebanon
2022-12-29T02:00,PM2.5,9.2,38,1,HAMPTON
2022-12-29T02:00,PM10,14.0,13,1,HAMPTON
2022-12-29T02:00,PM2.5,8.2,34,1,Edgewood
2022-12-29T02:00,PM2.5,10.9,45,1,Horn Point
2022-12-29T02:00,PM2.5,35.4,100,2,Lancaster DW
2022-12-29T02:00,PM2.5,6.5,27,1,E Syracuse
2022-12-29T02:00,PM2.5,18.7,65,2,Reading Airport
2022-12-29T02:00,PM2.5,10.9,45,1,Fair Hill
2022-12-29T02:00,PM2.5,7.0,29,1,Millington
2022-12-29T02:00,PM2.5,15.1,57,2,New Garden
