datetime,parameter,concentration,AQI,AQI cat,station_name
2022-12-29T02:00,PM2.5,2.9,12,1,Spokane-Monroe St.
2022-12-29T02:00,PM10,15.0,14,1,Riverside - Rubidoux
2022-12-29T02:00,PM2.5,2.2,9,1,Riverside - Rubidoux
2022-12-29T02:00,PM2.5,5.8,24,1,Camp Pendleton
2022-12-29T02:00,PM10,14.0,13,1,Trona - Athol and Telegraph
2022-12-29T02:00,PM2.5,1.4,6,1,Rosalia-Josephine St
2022-12-29T02:00,PM2.5,3.6,15,1,Spokane-Augusta Ave
2022-12-29T02:00,PM10,6.0,6,1,Spokane-Augusta Ave
2022-12-29T02:00,PM2.5,4.2,18,1,Colbert-Greenbluff
2022-12-29T02:00,PM2.5,2.1,9,1,Lake Elsinore - W. Flint Street
2022-12-29T02:00,PM10,5.0,5,1,Lake Elsinore - W. Flint Street
2022-12-29T02:00,PM2.5,4.3,18,1,Victorville - Park Avenue
2022-12-29T02:00,PM10,12.0,11,1,Victorville - Park Avenue
2022-12-29T02:00,PM2.5,32.8,95,2,Hinton
2022-12-29T02:00,PM2.5,1.7,7,1,Enterprise - US Forest Service
2022-12-29T02:00,PM10,11.0,10,1,Hesperia - Olive Street
2022-12-29T02:00,PM2.5,0.5,2,1,Spokane-Greenbluff Rd (SOS)
2022-12-29T02:00,PM2.5,6.2,26,1,Crestline - Lake Gregory
2022-12-29T02:00,PM10,1.0,1,1,Spokane-E Broadway Ave
2022-12-29T02:00,PM2.5,0.0,0,1,Spokane-E Broadway Ave
2022-12-29T02:00,PM2.5,4.4,18,1,San Diego - Sherman Elementary School
2022-12-29T02:00,PM2.5,1.4,6,1,Steeper
2022-12-29T02:00,PM2.5,5.8,24,1,Temecula (Lake Skinner)
2022-12-29T02:00,PM2.5,2.6,11,1,Clarkston-13th St
2022-12-29T02:00,PM2.5,3.0,13,1,Newport-Calispel
2022-12-29T02:00,PM2.5,4.6,19,1,Lewiston
2022-12-29T02:00,PM2.5,2.4,10,1,Ontario May Roberts Elementary School
2022-12-29T02:00,PM2.5,7.6,32,1,Golden Helipad
2022-12-29T02:00,PM10,14.0,13,1,Golden Helipad
2022-12-29T02:00,PM2.5,0.7,3,1,Moscow
2022-12-29T02:00,PM2.5,4.8,20,1,El Cajon - Lexington Elementary School
2022-12-29T02:00,PM2.5,4.7,20,1,Otay Mesa - Donovan
2022-12-29T02:00,PM10,9.0,8,1,Lucerne Valley
2022-12-29T02:00,PM2.5,1.2,5,1,Plummer CDA Tribe
2022-12-29T02:00,PM2.5,9.2,38,1,Big Bear
2022-12-29T02:00,PM2.5,7.8,33,1,Banning - South Hathaway Street
2022-12-29T02:00,PM2.5,4.0,17,1,Nursery Rd.
2022-12-29T02:00,PM2.5,0.0,0,1,Lapwai
2022-12-29T02:00,PM2.5,5.2,22,1,Alpine
2022-12-29T02:00,PM2.5,21.2,70,2,St. Maries
2022-12-29T02:00,PM10,13.0,12,1,Nampa Fire Station
2022-12-29T02:00,PM2.5,2.0,8,1,Nampa Fire Station
2022-12-29T02:00,PM2.5,1.7,7,1,Sandpoint U of I
2022-12-29T02:00,PM10,1.0,1,1,Sandpoint U of I
2022-12-29T02:00,PM10,7.0,6,1,Palm Springs - Fire Station
2022-12-29T02:00,PM2.5,11.9,50,1,Edson
2022-12-29T02:00,PM2.5,2.8,12,1,Boundary County
2022-12-29T02:00,PM2.5,1.7,7,1,St. Lukes Meridian
2022-12-29T02:00,PM10,15.0,14,1,Garden City
2022-12-29T02:00,PM2.5,2.0,8,1,Garden City
2022-12-29T02:00,PM2.5,10.1,42,1,Pinehurst
2022-12-29T02:00,PM10,6.0,6,1,Pinehurst
2022-12-29T02:00,PM2.5,9.7,40,1,Indio-29 Palms
2022-12-29T02:00,PM10,37.0,34,1,Torres Martinez Administration
2022-12-29T02:00,PM2.5,3.7,15,1,Grangeville
2022-12-29T02:00,PM2.5,1.5,6,1,McCall
2022-12-29T02:00,PM10,23.0,21,1,Saul Martinez
2022-12-29T02:00,PM2.5,5.4,23,1,Kamiah
2022-12-29T02:00,PM10,37.0,34,1,Salton Sea Beach
2022-12-29T02:00,PM2.5,5.9,25,1,Salton Sea Beach
2022-12-29T02:00,PM10,8.0,7,1,Glen Oaks
2022-12-29T02:00,PM10,15.0,14,1,Church
2022-12-29T02:00,PM2.5,10.0,42,1,Garden Valley
2022-12-29T02:00,PM2.5,7.1,30,1,Idaho City
2022-12-29T02:00,PM10,5.0,5,1,Elko
2022-12-29T02:00,PM2.5,0.2,1,1,Cranbrook Muriel Baxter
2022-12-29T02:00,PM10,17.0,16,1,Westmorland - 570 Cook St
2022-12-29T02:00,PM2.5,11.6,48,1,El Centro - 9th Street
2022-12-29T02:00,PM10,32.0,30,1,El Centro - 9th Street
2022-12-29T02:00,PM2.5,18.9,65,2,Libby Courthouse
2022-12-29T02:00,PM10,25.0,23,1,Libby Courthouse
2022-12-29T02:00,PM10,9.0,8,1,Niland - English Road
2022-12-29T02:00,PM10,14.0,13,1,Brawley - 220 Main Street
2022-12-29T02:00,PM2.5,2.7,11,1,Brawley - 220 Main Street
2022-12-29T02:00,PM2.5,9.5,40,1,Calexico - Ethel Street
2022-12-29T02:00,PM10,23.0,21,1,Calexico - Ethel Street
2022-12-29T02:00,PM10,5.0,5,1,Jean
2022-12-29T02:00,PM2.5,0.6,3,1,Jean
2022-12-29T02:00,PM10,10.0,9,1,Palo Verde
2022-12-29T02:00,PM2.5,1.9,8,1,Palo Verde
2022-12-29T02:00,PM2.5,8.8,37,1,Thompson Falls HS
2022-12-29T02:00,PM10,15.0,14,1,Thompson Falls HS
2022-12-29T02:00,PM10,6.0,6,1,Mountains Edge
2022-12-29T02:00,PM2.5,0.9,4,1,Mountains Edge
2022-12-29T02:00,PM10,13.0,12,1,Walter Johnson
2022-12-29T02:00,PM2.5,2.8,12,1,Walter Johnson
2022-12-29T02:00,PM10,12.0,11,1,Paul Meyer
2022-12-29T02:00,PM2.5,2.6,11,1,Paul Meyer
2022-12-29T02:00,PM10,11.0,10,1,Joe Neal
2022-12-29T02:00,PM2.5,1.2,5,1,Joe Neal
2022-12-29T02:00,PM2.5,1.1,5,1,RT
2022-12-29T02:00,PM10,9.0,8,1,Liberty High School
2022-12-29T02:00,PM2.5,1.8,8,1,Liberty High School
2022-12-29T02:00,PM10,13.0,12,1,Sunrise Acres
2022-12-29T02:00,PM2.5,1.9,8,1,Sunrise Acres
2022-12-29T02:00,PM10,12.0,11,1,Walnut Rec.
2022-12-29T02:00,PM2.5,1.6,7,1,Walnut Rec.
2022-12-29T02:00,PM10,12.0,11,1,Jerome Mack
2022-12-29T02:00,PM2.5,2.6,11,1,Jerome Mack
2022-12-29T02:00,PM2.5,3.0,13,1,GreenValley
2022-12-29T02:00,PM10,12.0,11,1,GreenValley
2022-12-29T02:00,PM2.5,1.6,7,1,Elkford Rocky Mountain Elementary School
2022-12-29T02:00,PM10,1.0,1,1,Elkford Rocky Mountain Elementary School
2022-12-29T02:00,PM2.5,0.6,3,1,Sparwood Centennial Square
2022-12-29T02:00,PM10,1.0,1,1,Sparwood Centennial Square
2022-12-29T02:00,PM2.5,3.3,14,1,Garrett Jr. High
2022-12-29T02:00,PM10,9.0,8,1,Garrett Jr. High
2022-12-29T02:00,PM2.5,3.2,13,1,Caroline
2022-12-29T02:00,PM10,13.0,12,1,Yuma Supersite
2022-12-29T02:00,PM2.5,1.4,6,1,Yuma Supersite
2022-12-29T02:00,PM10,11.0,10,1,Bullhead City
2022-12-29T02:00,PM2.5,4.5,19,1,Twin Falls PM25
2022-12-29T02:00,PM2.5,11.5,48,1,Powers
2022-12-29T02:00,PM2.5,2.7,11,1,Ketchum
2022-12-29T02:00,PM10,7.0,6,1,Kalispell Flathead Electric
2022-12-29T02:00,PM2.5,5.8,24,1,French Town - Beckwith
2022-12-29T02:00,PM2.5,4.5,19,1,Genesee
2022-12-29T02:00,PM2.5,0.2,1,1,Columbia Falls
2022-12-29T02:00,PM10,0.0,0,1,Columbia Falls
2022-12-29T02:00,PM2.5,0.0,0,1,Hamilton PS 46
2022-12-29T02:00,PM2.5,8.1,34,1,Calgary Northwest
2022-12-29T02:00,PM2.5,1.3,5,1,Unit139
2022-12-29T02:00,PM2.5,10.8,45,1,Calgary Central2
2022-12-29T02:00,PM10,6.0,6,1,Virgin Valley
2022-12-29T02:00,PM2.5,1.2,5,1,Virgin Valley
2022-12-29T02:00,PM2.5,8.0,33,1,Airdrie
2022-12-29T02:00,PM2.5,2.1,9,1,Missoula Boyd Park
2022-12-29T02:00,PM10,3.0,3,1,Missoula Boyd Park
2022-12-29T02:00,PM2.5,18.2,64,2,CALGARY SOUTHEAST
2022-12-29T02:00,PM2.5,12.9,53,2,Salmon PM2.5
2022-12-29T02:00,PM2.5,14.6,56,2,RED DEER RIVERSIDE DRIVE
2022-12-29T02:00,PM2.5,14.8,57,2,RED DEER - LANCASTER
2022-12-29T02:00,PM2.5,9.2,38,1,St Albert
2022-12-29T02:00,PM2.5,9.5,40,1,Edmonton Woodcroft
2022-12-29T02:00,PM2.5,1.8,8,1,Alamo Lake
2022-12-29T02:00,PM10,1.0,1,1,Alamo Lake
2022-12-29T02:00,PM2.5,10.7,45,1,Edmonton Central East
2022-12-29T02:00,PM2.5,6.1,25,1,Seeley Elementary School
2022-12-29T02:00,PM2.5,10.9,45,1,Edmonton East
2022-12-29T02:00,PM2.5,15.2,58,2,AJ Ottewell Community Centre
2022-12-29T02:00,PM2.5,1.5,6,1,Hurricane
2022-12-29T02:00,PM2.5,8.9,37,1,Fort Saskatchewan
2022-12-29T02:00,PM2.5,8.2,34,1,Ardrossan
2022-12-29T02:00,PM2.5,1.5,6,1,Enoch
2022-12-29T02:00,PM10,5.0,5,1,Ajo
2022-12-29T02:00,PM2.5,10.5,44,1,Lethbridge
2022-12-29T02:00,PM2.5,0.0,0,1,Dillon
2022-12-29T02:00,PM10,15.0,14,1,Buckeye
2022-12-29T02:00,PM10,4.0,4,1,Butte Greely School
2022-12-29T02:00,PM2.5,0.0,0,1,Butte Greely School
2022-12-29T02:00,PM10,0.0,0,1,Pocatello Garrett and Gould
2022-12-29T02:00,PM2.5,0.0,0,1,Pocatello Garrett and Gould
2022-12-29T02:00,PM2.5,0.0,0,1,Cut Bank
2022-12-29T02:00,PM2.5,0.2,1,1,Erda
2022-12-29T02:00,PM10,12.0,11,1,Dysart
2022-12-29T02:00,PM10,10.0,9,1,Zuni Hills
2022-12-29T02:00,PM2.5,7.0,29,1,Glendale Community College
2022-12-29T02:00,PM10,7.0,6,1,Glendale Community College
2022-12-29T02:00,PM10,14.0,13,1,West 43rd
2022-12-29T02:00,PM2.5,8.2,34,1,West Phoenix
2022-12-29T02:00,PM10,11.0,10,1,West Phoenix
2022-12-29T02:00,PM2.5,3.0,13,1,Durango Complex
2022-12-29T02:00,PM10,9.0,8,1,Durango Complex
2022-12-29T02:00,PM2.5,6.0,25,1,Phoenix JLG Supersite
2022-12-29T02:00,PM10,11.0,10,1,Phoenix JLG Supersite
2022-12-29T02:00,PM2.5,0.2,1,1,Prison Site
2022-12-29T02:00,PM2.5,5.3,22,1,South Phoenix
2022-12-29T02:00,PM10,7.0,6,1,South Phoenix
2022-12-29T02:00,PM2.5,5.0,21,1,North Phoenix
2022-12-29T02:00,PM10,6.0,6,1,North Phoenix
2022-12-29T02:00,PM10,7.0,6,1,Maricopa
2022-12-29T02:00,PM2.5,0.0,0,1,Idaho Falls PM2.5
2022-12-29T02:00,PM10,10.0,9,1,Central Phoenix
2022-12-29T02:00,PM10,8.0,7,1,Hidden Valley
2022-12-29T02:00,PM2.5,0.8,3,1,Hidden Valley
2022-12-29T02:00,PM2.5,2.1,9,1,Herriman #3
2022-12-29T02:00,PM10,7.0,6,1,Herriman #3
2022-12-29T02:00,PM2.5,2.4,10,1,Rossiter Pump House
2022-12-29T02:00,PM2.5,5.5,23,1,Eastwood
2022-12-29T02:00,PM2.5,0.8,3,1,Harrisville
2022-12-29T02:00,PM10,0.0,0,1,Harrisville
2022-12-29T02:00,PM10,7.0,6,1,Stanfield
2022-12-29T02:00,PM2.5,0.7,3,1,Utah Tech. Center
2022-12-29T02:00,PM2.5,5.3,22,1,Tempe
2022-12-29T02:00,PM10,6.0,6,1,Tempe
2022-12-29T02:00,PM2.5,0.9,4,1,Rose Park
2022-12-29T02:00,PM10,12.0,11,1,South Scottsdale
2022-12-29T02:00,PM2.5,3.8,16,1,NR
2022-12-29T02:00,PM2.5,3.5,15,1,Copper View
2022-12-29T02:00,PM2.5,1.5,6,1,BV
2022-12-29T02:00,PM10,9.0,8,1,West Chandler Fire Station
2022-12-29T02:00,PM2.5,2.1,9,1,Hawthorne
2022-12-29T02:00,PM10,4.0,4,1,Hawthorne
2022-12-29T02:00,PM2.5,3.8,16,1,Mesa - Brooks Reservoir
2022-12-29T02:00,PM10,5.0,5,1,Mesa - Brooks Reservoir
2022-12-29T02:00,PM2.5,1.2,5,1,Preston PM25 BAM
2022-12-29T02:00,PM10,4.0,4,1,Senior Center
2022-12-29T02:00,PM2.5,0.8,3,1,Smithfield
2022-12-29T02:00,PM10,6.0,6,1,High School
2022-12-29T02:00,PM10,7.0,6,1,LEHI
2022-12-29T02:00,PM2.5,2.1,9,1,Casa Grande Downtown
2022-12-29T02:00,PM10,6.0,6,1,Casa Grande Downtown
2022-12-29T02:00,PM10,7.0,6,1,Higley
2022-12-29T02:00,PM10,6.0,6,1,Lindon
2022-12-29T02:00,PM2.5,0.6,3,1,Lindon
2022-12-29T02:00,PM2.5,5.7,24,1,Cave Camp - Timpanogos Cave
2022-12-29T02:00,PM10,7.0,6,1,Ft McD Yuma Frank-AZ
2022-12-29T02:00,PM2.5,1.0,4,1,Spanish Fork
2022-12-29T02:00,PM2.5,2.2,9,1,Syncrude UE1
2022-12-29T02:00,PM2.5,2.2,9,1,Fort McKay
2022-12-29T02:00,PM2.5,1.7,7,1,Fort MacKay West
2022-12-29T02:00,PM10,4.0,4,1,Pinal County Housing
2022-12-29T02:00,PM10,5.0,5,1,COMBS
2022-12-29T02:00,PM10,6.0,6,1,Eloy
2022-12-29T02:00,PM10,4.0,4,1,Apache Junction
2022-12-29T02:00,PM2.5,2.8,12,1,St. Lina
2022-12-29T02:00,PM2.5,2.6,11,1,Patricia McInnes
2022-12-29T02:00,PM2.5,1.8,8,1,Athabasca Valley
2022-12-29T02:00,PM10,2.0,2,1,Payson Well Site
2022-12-29T02:00,PM10,5.0,5,1,Pinal Air Park
2022-12-29T02:00,PM2.5,11.1,46,1,Great Falls Overlook Park
2022-12-29T02:00,PM2.5,1.1,5,1,Fort Chipewyan
2022-12-29T02:00,PM2.5,1.6,7,1,Conklin West
2022-12-29T02:00,PM10,12.0,11,1,Rillito
2022-12-29T02:00,PM2.5,0.4,2,1,Coachline
2022-12-29T02:00,PM2.5,1.8,8,1,West Yellowstone Park Ent #2
2022-12-29T02:00,PM2.5,3.0,13,1,Conklin East
2022-12-29T02:00,PM2.5,4.4,18,1,Bozeman High School
2022-12-29T02:00,PM2.5,0.9,4,1,Anzac
2022-12-29T02:00,PM2.5,6.3,26,1,Orange Grove
2022-12-29T02:00,PM10,3.0,3,1,Orange Grove
2022-12-29T02:00,PM10,0.0,0,1,Green Valley
2022-12-29T02:00,PM2.5,0.0,0,1,Green Valley
2022-12-29T02:00,PM2.5,2.5,10,1,Children's Park Site
2022-12-29T02:00,PM2.5,3.1,13,1,Rose Elementary
2022-12-29T02:00,PM10,12.0,11,1,South Tucson
2022-12-29T02:00,PM2.5,4.1,17,1,Geronimo
2022-12-29T02:00,PM10,10.0,9,1,Geronimo
2022-12-29T02:00,PM2.5,2.5,10,1,Nogales ITN
2022-12-29T02:00,PM10,6.0,6,1,Nogales ITN
2022-12-29T02:00,PM2.5,5.5,23,1,Nogales Post Office
2022-12-29T02:00,PM10,9.0,8,1,Nogales Post Office
2022-12-29T02:00,PM2.5,2.1,9,1,Yellowstone- Old Faithful Snow Lodge
2022-12-29T02:00,PM10,0.0,0,1,Jackson SLAMS
2022-12-29T02:00,PM10,4.0,4,1,Corona de Tucson
2022-12-29T02:00,PM10,3.0,3,1,Hayden
2022-12-29T02:00,PM2.5,0.9,4,1,Janvier
2022-12-29T02:00,PM2.5,4.8,20,1,Medicine Hat - Crescent Hts
2022-12-29T02:00,PM10,4.0,4,1,Kemmerer Mobile
2022-12-29T02:00,PM2.5,0.0,0,1,Kemmerer Mobile
2022-12-29T02:00,PM2.5,1.7,7,1,Cold Lake South
2022-12-29T02:00,PM10,5.0,5,1,Daniel South
2022-12-29T02:00,PM2.5,24.8,78,2,Roosevelt
2022-12-29T02:00,PM2.5,2.8,12,1,Pinedale Gaseous
2022-12-29T02:00,PM10,5.0,5,1,Moxa Arch
2022-12-29T02:00,PM10,0.0,0,1,Boulder
2022-12-29T02:00,PM10,6.0,6,1,Paul Spur Chemical Lime Plant
2022-12-29T02:00,PM2.5,12.2,51,2,Vernal #4
2022-12-29T02:00,PM10,21.0,19,1,Douglas Red Cross
2022-12-29T02:00,PM2.5,0.6,3,1,Lewistown
2022-12-29T02:00,PM10,2.0,2,1,Lewistown
2022-12-29T02:00,PM2.5,0.7,3,1,Rock Springs SLAMS
2022-12-29T02:00,PM2.5,1.3,5,1,Cody SLAMS
2022-12-29T02:00,PM2.5,1.3,5,1,"Rangely, CO"
2022-12-29T02:00,PM2.5,2.6,11,1,Lander SLAMS
2022-12-29T02:00,PM2.5,0.0,0,1,South Pass
2022-12-29T02:00,PM2.5,2.8,12,1,Grand Junction - Powell Building
2022-12-29T02:00,PM10,2.0,2,1,Substation
2022-12-29T02:00,PM2.5,4.3,18,1,Billlings Lockwood
2022-12-29T02:00,PM2.5,4.5,19,1,Riverton Mobile
2022-12-29T02:00,PM10,2.0,2,1,Riverton Mobile
2022-12-29T02:00,PM10,1.0,1,1,Wamsutter
2022-12-29T02:00,PM2.5,0.2,1,1,Ute 3
2022-12-29T02:00,PM10,0.0,0,1,Ute 3
2022-12-29T02:00,PM2.5,5.1,21,1,Malta
2022-12-29T02:00,PM10,20.0,19,1,Malta
2022-12-29T02:00,PM10,21.0,19,1,7E Deming Airport
2022-12-29T02:00,PM2.5,5.1,21,1,Ute 1
2022-12-29T02:00,PM10,7.0,6,1,Ute 1
2022-12-29T02:00,PM2.5,10.7,45,1,Sheridan PD
2022-12-29T02:00,PM10,6.0,6,1,Sheridan PD
2022-12-29T02:00,PM2.5,1.1,5,1,Yellow Brick Building
2022-12-29T02:00,PM2.5,2.7,11,1,Las Cruces ED
2022-12-29T02:00,PM2.5,4.5,19,1,Santa Teresa
2022-12-29T02:00,PM10,57.0,52,2,Holman Rd
2022-12-29T02:00,PM10,5.0,5,1,South Valley
2022-12-29T02:00,PM10,5.0,5,1,Jefferson
2022-12-29T02:00,PM2.5,1.3,5,1,Jefferson
2022-12-29T02:00,PM2.5,1.5,6,1,North Valley
2022-12-29T02:00,PM10,3.0,3,1,North Valley
2022-12-29T02:00,PM10,84.0,65,2,Anthony
2022-12-29T02:00,PM2.5,3.4,14,1,Anthony
2022-12-29T02:00,PM10,5.0,5,1,Del Norte
2022-12-29T02:00,PM10,56.0,51,2,Desert View
2022-12-29T02:00,PM10,29.0,27,1,West Mesa
2022-12-29T02:00,PM10,5.0,5,1,Johnson County
2022-12-29T02:00,PM2.5,2.6,11,1,Tramway
2022-12-29T02:00,PM10,5.0,5,1,Tramway
2022-12-29T02:00,PM2.5,22.1,72,2,Ascarate Park Southeast C37
2022-12-29T02:00,PM2.5,1.3,5,1,Casper Gaseous
2022-12-29T02:00,PM10,194.0,120,3,Socorro Hueco C49
2022-12-29T02:00,PM2.5,11.6,48,1,Socorro Hueco C49
2022-12-29T02:00,PM2.5,0.0,0,1,Santa Fe Airport
2022-12-29T02:00,PM2.5,4.4,18,1,Miles City
2022-12-29T02:00,PM10,4.0,4,1,Miles City
2022-12-29T02:00,PM10,14.0,13,1,Laramie I-80 Mobile
2022-12-29T02:00,PM2.5,0.4,2,1,Laramie I-80 Mobile
2022-12-29T02:00,PM2.5,4.3,18,1,Taos Fire Station
2022-12-29T02:00,PM2.5,2.3,10,1,Laramie SLAMS
2022-12-29T02:00,PM2.5,2.1,9,1,Gillette SLAMS
2022-12-29T02:00,PM10,10.0,9,1,Broadus
2022-12-29T02:00,PM2.5,0.0,0,1,Broadus
2022-12-29T02:00,PM2.5,3.1,13,1,Boulder - CU - 2102 Athens St.
2022-12-29T02:00,PM2.5,4.2,18,1,Longmont
2022-12-29T02:00,PM2.5,2.7,11,1,Ft. Collins - CSU Facilities
2022-12-29T02:00,PM10,4.0,4,1,Ft. Collins - CSU Facilities
2022-12-29T02:00,PM2.5,2.9,12,1,Chatfield Park - 11500 N. Roxborough Park Rd.
2022-12-29T02:00,PM2.5,1.8,8,1,I25 Denver
2022-12-29T02:00,PM2.5,3.4,14,1,La Casa NCORE - 4545 Navajo St.
2022-12-29T02:00,PM10,11.0,10,1,La Casa NCORE - 4545 Navajo St.
2022-12-29T02:00,PM2.5,3.9,16,1,Globeville
2022-12-29T02:00,PM2.5,3.0,13,1,Denver - CAMP - 2105 Broadway
2022-12-29T02:00,PM10,6.0,6,1,Denver Swansea Elementary School
2022-12-29T02:00,PM10,9.0,8,1,Welby - 78th Ave. & Steele St.
2022-12-29T02:00,PM2.5,2.7,11,1,Denver - NJH - 14th Ave. & Albion St.
2022-12-29T02:00,PM10,9.0,8,1,Denver - NJH - 14th Ave. & Albion St.
2022-12-29T02:00,PM2.5,2.8,12,1,Adams-Birch
2022-12-29T02:00,PM2.5,1.7,7,1,Colorado College
2022-12-29T02:00,PM2.5,5.0,21,1,Cheyenne NCore
2022-12-29T02:00,PM10,4.0,4,1,Cheyenne NCore
2022-12-29T02:00,PM2.5,1.9,8,1,Greeley Hospital
2022-12-29T02:00,PM2.5,2.4,10,1,Sidney 201
2022-12-29T02:00,PM10,8.0,7,1,Sidney 201
2022-12-29T02:00,PM2.5,5.8,24,1,Yoder
2022-12-29T02:00,PM10,17.0,16,1,Yoder
2022-12-29T02:00,PM2.5,0.4,2,1,Scottsbluff HS
2022-12-29T02:00,PM2.5,3.4,14,1,Theodore Roosevelt NP - Painted Canyon VC
2022-12-29T02:00,PM2.5,0.6,3,1,WIND CAVE
2022-12-29T02:00,PM10,10.0,9,1,Black Hawk
2022-12-29T02:00,PM10,58.0,52,2,Credit Union
2022-12-29T02:00,PM2.5,8.9,37,1,Credit Union
2022-12-29T02:00,PM10,73.0,60,2,Loma Dorada
2022-12-29T02:00,PM2.5,8.4,35,1,Hobbs Jefferson
2022-12-29T02:00,PM10,0.0,0,1,Lake Ilo
2022-12-29T02:00,PM2.5,0.0,0,1,Lake Ilo
2022-12-29T02:00,PM10,2.0,2,1,Badlands
2022-12-29T02:00,PM2.5,0.0,0,1,Badlands
2022-12-29T02:00,PM10,20.0,19,1,Estación Purísima del Rincón
2022-12-29T02:00,PM10,15.0,14,1,Goodland
2022-12-29T02:00,PM2.5,18.2,64,2,Estación Facultad de Medicina
2022-12-29T02:00,PM10,41.0,38,1,Estación Facultad de Medicina
2022-12-29T02:00,PM2.5,23.4,75,2,Estación CICEG
2022-12-29T02:00,PM10,52.0,48,1,Estación CICEG
2022-12-29T02:00,PM2.5,14.7,56,2,Estación Abasolo
2022-12-29T02:00,PM10,37.0,34,1,Estación Hospital General
2022-12-29T02:00,PM10,37.0,34,1,Estación Secundaria
2022-12-29T02:00,PM2.5,15.5,58,2,Estación Bomberos
2022-12-29T02:00,PM10,41.0,38,1,Estación Bomberos
2022-12-29T02:00,PM2.5,11.5,48,1,Estación Guanajuato
2022-12-29T02:00,PM10,39.0,36,1,Estación DIF
2022-12-29T02:00,PM10,24.0,22,1,Estación Cruz Roja
2022-12-29T02:00,PM10,46.0,43,1,Estación Nativitas
2022-12-29T02:00,PM2.5,20.6,69,2,Estación San Juanico
2022-12-29T02:00,PM10,46.0,43,1,Estación San Juanico
2022-12-29T02:00,PM2.5,15.7,59,2,Estación Seguridad Pública
2022-12-29T02:00,PM10,43.0,40,1,Estación Seguridad Pública
2022-12-29T02:00,PM10,49.0,45,1,Estación Tecnológico
2022-12-29T02:00,PM2.5,23.2,74,2,Estación San Miguel de Allende
2022-12-29T02:00,PM2.5,0.6,3,1,Pierre
2022-12-29T02:00,PM10,39.0,36,1,Dodge City
2022-12-29T02:00,PM10,29.0,27,1,Cedar Bluff
2022-12-29T02:00,PM2.5,4.3,18,1,Cedar Bluff
2022-12-29T02:00,PM2.5,6.4,27,1,Seiling
2022-12-29T02:00,PM2.5,21.4,71,2,San Antonio Old Hwy90 C677
2022-12-29T02:00,PM2.5,8.6,36,1,Aberdeen
2022-12-29T02:00,PM10,15.0,14,1,Aberdeen
2022-12-29T02:00,PM2.5,5.9,25,1,Lawton North
2022-12-29T02:00,PM10,25.0,23,1,Lawton North
2022-12-29T02:00,PM2.5,2.4,10,1,Grand Island DOT
2022-12-29T02:00,PM10,5.0,5,1,Near Road OKC
2022-12-29T02:00,PM2.5,1.1,5,1,Near Road OKC
2022-12-29T02:00,PM2.5,7.6,32,1,Moore
2022-12-29T02:00,PM10,32.0,30,1,Moore
2022-12-29T02:00,PM2.5,5.4,23,1,Healdton
2022-12-29T02:00,PM10,19.0,18,1,Healdton
2022-12-29T02:00,PM10,31.0,29,1,North OKC
2022-12-29T02:00,PM2.5,6.6,28,1,North OKC
2022-12-29T02:00,PM10,48.0,44,1,PECK
2022-12-29T02:00,PM2.5,7.5,31,1,PECK
2022-12-29T02:00,PM10,47.0,44,1,WHlthDpt
2022-12-29T02:00,PM2.5,8.3,35,1,WHlthDpt
2022-12-29T02:00,PM2.5,8.8,37,1,Watertown
2022-12-29T02:00,PM10,13.0,12,1,Watertown
2022-12-29T02:00,PM2.5,6.8,28,1,Ponca City
2022-12-29T02:00,PM10,28.0,26,1,Ponca City
2022-12-29T02:00,PM2.5,10.1,42,1,Waco C1037
2022-12-29T02:00,PM2.5,7.5,31,1,Vermillion
2022-12-29T02:00,PM2.5,3.9,16,1,Homestead NHP
2022-12-29T02:00,PM10,9.0,8,1,Research Farm
2022-12-29T02:00,PM2.5,4.5,19,1,LLCHD BAM
2022-12-29T02:00,PM10,11.0,10,1,WWTP BAM
2022-12-29T02:00,PM2.5,5.5,23,1,Glenpool
2022-12-29T02:00,PM10,17.0,16,1,Glenpool
2022-12-29T02:00,PM2.5,6.6,28,1,Tulsa
2022-12-29T02:00,PM10,26.0,24,1,Tulsa
2022-12-29T02:00,PM2.5,5.7,24,1,NCORE
2022-12-29T02:00,PM10,18.0,17,1,NCORE
2022-12-29T02:00,PM2.5,4.9,20,1,2912 Coffey
2022-12-29T02:00,PM2.5,7.5,31,1,Marshall
2022-12-29T02:00,PM2.5,6.7,28,1,McAlester
2022-12-29T02:00,PM10,14.0,13,1,McAlester
2022-12-29T02:00,PM2.5,6.7,28,1,KNI-Topeka
2022-12-29T02:00,PM10,23.0,21,1,KNI-Topeka
2022-12-29T02:00,PM2.5,8.9,37,1,Union
2022-12-29T02:00,PM10,20.0,19,1,Union
2022-12-29T02:00,PM2.5,10.4,43,1,Chanute
2022-12-29T02:00,PM10,28.0,26,1,Chanute
2022-12-29T02:00,PM2.5,7.8,33,1,Clinton C403
2022-12-29T02:00,PM2.5,4.4,18,1,Viking Lake State Park
2022-12-29T02:00,PM2.5,9.9,41,1,Red Lake Nation
2022-12-29T02:00,PM10,39.0,36,1,St. Joseph
2022-12-29T02:00,PM2.5,8.0,33,1,St. Joseph
2022-12-29T02:00,PM2.5,8.1,34,1,Heritage Park
2022-12-29T02:00,PM10,22.0,20,1,Heritage Park
2022-12-29T02:00,PM2.5,8.2,34,1,"Emmetsburg, ILCC"
